,Unnamed: 0.1,Unnamed: 0,company_name,sector,financial_risk_profile,circa_rating,business_description,ffo_to_debt_ltm,debt_to_ebitda_ltm,cfo_to_debt_ltm,focf_to_debt_ltm,dcf_to_debt_ltm,ffo_interest_coverage_ltm,ebitda_to_interest_ltm,ebit_margin_ltm,ebitda_margin_ltm,return_on_capital_ltm,ticker
778,778,778,Walmart Inc.,RETAIL & RESTAURANTS,[2] Modest,[3] Intermediate risk,"Walmart Inc. engages in the operation of retail, wholesale, and other units worldwide.",0.58,1.22,0.69,0.29,0.47,13.3,15.7,4.17,6.0,11.4,WMT
779,779,779,Wendy's Co. (The),RETAIL & RESTAURANTS,[6] Highly leveraged,[3] Intermediate risk,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company in the United States and internationally.",0.08,5.97,0.1,0.07,0.18,2.78,4.89,18.0,24.2,5.32,WEN
780,780,780,Yum! Brands Inc.,RETAIL & RESTAURANTS,[6] Highly leveraged,[3] Intermediate risk,"YUM! Brands, Inc., together with its subsidiaries, develops, operates, and franchises quick service restaurants worldwide.",0.13,4.4,0.14,0.11,0.18,2.66,4.34,33.6,35.8,37.4,YUM
781,781,781,Air Products and Chemicals Inc.,SPECIALTY CHEMICALS,[3] Intermediate,[2] Low risk,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and related services in the Americas, Asia, Europe, the Middle East, India, and internationally.",0.24,2.54,0.34,-0.23,-0.07,16.4,21.9,21.5,32.6,6.38,APD
782,782,782,Albemarle Corp.,SPECIALTY CHEMICALS,[4] Significant,[2] Low risk,"Albemarle Corporation develops, manufactures, and markets engineered specialty chemicals worldwide.",0.31,3.24,0.41,-0.26,-0.19,11.4,8.54,4.86,9.33,2.29,ALB
783,783,783,Ashland Inc.,SPECIALTY CHEMICALS,[4] Significant,[2] Low risk,"Ashland Inc. provides additives and specialty ingredients in the North and Latin America, Europe, Asia Pacific, and internationally.",0.36,2.48,0.47,0.3,0.76,9.89,7.83,5.33,17.5,1.54,ASH
784,784,784,Avient Corp.,SPECIALTY CHEMICALS,[4] Significant,[2] Low risk,"Avient Corporation operates as a formulator of material solutions in the United States, Canada, Mexico, Europe, South America, and Asia.",0.09,3.04,0.13,0.05,0.11,1.86,4.85,9.77,15.7,4.23,AVNT
785,785,785,Axalta Coating Systems Ltd.,SPECIALTY CHEMICALS,[5] Aggressive,[2] Low risk,"Axalta Coating Systems Ltd., through its subsidiaries, manufactures, markets, and distributes high-performance coatings systems in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America.",0.16,3.09,0.2,0.15,0.17,2.57,4.21,12.0,17.3,7.26,AXTA
786,786,786,Calumet Specialty Products Partners L.P.,SPECIALTY CHEMICALS,[6] Highly leveraged,[3] Intermediate risk,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally.",-0.01,3.98,-0.01,-0.01,-0.01,-0.07,2.48,7.5,11.0,11.0,CLMT
787,787,787,Celanese Corp.,SPECIALTY CHEMICALS,[4] Significant,[3] Intermediate risk,"Celanese Corporation, a chemical and specialty materials company, manufactures and sells high performance engineered polymers in the United States and internationally.",0.14,6.27,0.15,0.11,0.13,2.64,2.73,10.5,16.7,3.35,CE
788,788,788,Corteva Inc.,SPECIALTY CHEMICALS,[2] Modest,[2] Low risk,"Corteva, Inc. operates in the agriculture business.",0.61,0.07,7.59,5.04,10.17,7.76,14.7,11.6,18.7,4.51,CTVA
789,789,789,DuPont de Nemours Inc.,SPECIALTY CHEMICALS,[4] Significant,[2] Low risk,"DuPont de Nemours, Inc. provides technology-based materials and solutions in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa.",0.26,1.98,0.32,-0.08,0.37,5.53,7.61,14.2,23.7,3.11,DD
790,790,790,Eastman Chemical Co.,SPECIALTY CHEMICALS,[4] Significant,[3] Intermediate risk,"Eastman Chemical Company operates as a specialty materials company in the United States, China, and internationally.",0.27,2.75,0.3,0.12,0.24,6.11,7.33,11.6,16.8,6.36,EMN
791,791,791,Ecolab Inc.,SPECIALTY CHEMICALS,[3] Intermediate,[2] Low risk,"Ecolab Inc. provides water, hygiene, and infection prevention solutions and services in the United States and internationally.",0.28,2.35,0.31,0.21,0.29,6.91,9.52,14.3,20.3,8.25,ECL
792,792,792,Element Solutions Inc.,SPECIALTY CHEMICALS,[4] Significant,[2] Low risk,"Element Solutions Inc operates as a specialty chemicals company in the United States, China, and internationally.",0.16,3.77,0.19,0.16,0.21,6.77,9.31,11.4,18.5,3.8,ESI
793,793,793,FMC Corp.,SPECIALTY CHEMICALS,[4] Significant,[2] Low risk,"FMC Corporation, an agricultural sciences company, provides crop protection, plant health, and professional pest and turf management products.",-0.08,3.84,-0.11,-0.11,-0.11,-1.27,4.01,17.1,21.2,6.31,FMC
794,794,794,H.B. Fuller Co.,SPECIALTY CHEMICALS,[5] Aggressive,[2] Low risk,"H.B. Fuller Company, together with its subsidiaries, formulates, manufactures, and markets adhesives, sealants, coatings, polymers, tapes, encapsulants, additives, and other specialty chemical products in North America, Europe, Latin America, Asia Pacific, India, the Middle East, Africa, and internationally.",0.19,3.08,0.21,0.14,0.17,2.69,4.17,11.5,16.1,7.05,FUL
795,795,795,Huntsman Corp.,SPECIALTY CHEMICALS,[3] Intermediate,[3] Intermediate risk,Huntsman Corporation manufactures and sells diversified organic chemical products worldwide.,0.12,3.46,0.14,-0.01,0.1,3.89,6.8,1.7,6.1,1.13,HUN
796,796,796,Minerals Technologies Inc.,SPECIALTY CHEMICALS,[4] Significant,[2] Low risk,"Minerals Technologies Inc. develops, produces, and markets various mineral, mineral-based, and related systems and services.",0.22,1.9,0.31,0.19,0.22,3.7,6.21,12.9,17.3,6.38,MTX
797,797,797,NewMarket Corp.,SPECIALTY CHEMICALS,[2] Modest,[2] Low risk,"NewMarket Corporation, through its subsidiaries, primarily engages in the manufacture and sale of petroleum additives.",0.78,1.0,0.92,0.85,1.05,15.4,16.7,19.3,22.2,17.7,NEU
798,798,798,PPG Industries Inc.,SPECIALTY CHEMICALS,[3] Intermediate,[2] Low risk,"PPG Industries, Inc. manufactures and distributes paints, coatings, and specialty materials in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa.",0.35,1.7,0.46,0.36,0.49,9.76,12.4,12.3,15.4,9.61,PPG
799,799,799,RPM International Inc.,SPECIALTY CHEMICALS,[4] Significant,[2] Low risk,"RPM International Inc. manufactures and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide.",0.46,2.12,0.41,0.33,0.44,9.12,8.47,11.1,13.3,10.1,RPM
800,800,800,Sherwin-Williams Co.,SPECIALTY CHEMICALS,[4] Significant,[2] Low risk,"The Sherwin-Williams Company engages in the development, manufacture, distribution, and sale of paints, coating, and related products to professional, industrial, commercial, and retail customers.",0.3,2.33,0.31,0.23,0.41,8.44,11.8,15.7,18.4,14.6,SHW
801,801,801,Advanced Micro Devices Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide.",0.54,0.0,-0.63,-0.42,-0.95,15.7,38.0,1.77,17.0,0.43,AMD
802,802,802,Allegro MicroSystems Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Allegro MicroSystems, Inc., together with its subsidiaries, designs, develops, manufactures, and markets sensor integrated circuits (ICs) and application-specific analog power ICs for motion control and energy-efficient systems.",0.78,0.2,-0.7,-0.25,-0.34,35.3,49.8,22.0,27.9,12.6,ALGM
803,803,803,Amkor Technology Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"Amkor Technology, Inc. provides outsourced semiconductor packaging and test services in the United States, Japan, Europe, the Middle East, Africa, and the Asia Pacific.",0.94,0.0,-5.23,-2.14,-2.45,21.5,20.1,7.22,16.9,5.6,AMKR
804,804,804,Amphenol Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets electrical, electronic, and fiber optic connectors in the United States, China, and internationally.",0.55,0.95,0.85,0.72,1.09,18.1,22.4,20.7,23.9,13.0,APH
805,805,805,Analog Devices Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Analog Devices, Inc. designs, manufactures, tests, and markets integrated circuits (ICs), software, and subsystems products in the United States, rest of North and South America, Europe, Japan, China, and rest of Asia.",0.65,1.0,0.7,0.5,1.15,16.2,20.4,29.8,49.1,5.04,ADI
806,806,806,Apple Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide.",1.08,0.0,-3.05,-2.8,-5.39,29.6,37.1,30.8,33.7,42.4,AAPL
807,807,807,Applied Materials Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Applied Materials, Inc. engages in the provision of manufacturing equipment, services, and software to the semiconductor, display, and related industries.",1.57,0.0,-10.06,-8.86,-13.34,36.8,34.2,28.9,30.7,22.5,AMAT
808,808,808,Arrow Electronics Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"Arrow Electronics, Inc. provides products, services, and solutions to industrial and commercial users of electronic components and enterprise computing solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific.",0.17,2.08,0.18,0.16,0.36,2.07,5.47,4.79,5.34,10.1,ARW
809,809,809,Avnet Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"Avnet, Inc., distributes electronic component technology.",0.05,2.69,0.06,-0.02,0.04,0.58,4.36,4.28,4.62,8.26,AVT
810,810,810,Belden Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant,[4] Moderately high risk,"Belden Inc. designs, manufactures, and markets a portfolio of signal transmission solutions for mission critical applications in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",0.24,1.61,0.45,0.29,0.6,9.51,13.1,13.0,16.6,8.39,BDC
811,811,811,Broadcom Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"Broadcom Inc. designs, develops, and supplies various semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor based devices and analog III-V based products worldwide.",0.46,1.25,0.71,0.69,1.29,11.2,12.5,45.9,56.4,16.3,AVGO
812,812,812,Casa Systems Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[6] Highly leveraged,[4] Moderately high risk,"Casa Systems, Inc., a communications technology company, provides solutions for next-generation physical, virtualized, and cloud native architectures for cable broadband, fixed-line broadband, and wireless networks in North America, Latin America, the Asia-Pacific, Europe, the Middle East, and Africa.",-0.21,0.0,-0.37,-0.4,-0.37,-1.43,,-23.5,-18.8,-16.3,CASA
813,813,813,CDW Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"CDW Corporation provides information technology (IT) solutions in the United States, the United Kingdom, and Canada.",0.26,2.81,0.28,0.26,0.26,7.06,8.88,7.86,9.13,12.7,CDW
814,814,814,Ciena Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Ciena Corporation provides hardware and software services for delivery of video, data, and voice traffic metro, aggregation, and access communications network worldwide.",0.1,0.74,0.41,0.15,0.84,1.91,6.22,8.77,12.0,5.72,CIEN
815,815,815,Cisco Systems Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other products related to the communications and information technology industry in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and China.",1.14,0.0,-0.85,-0.8,-1.53,31.8,40.8,28.1,30.9,18.2,CSCO
816,816,816,Coherent Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[5] Aggressive,[4] Moderately high risk,"Coherent Corp. develops, manufactures, and markets engineered materials, optoelectronic components, and devices worldwide.",0.14,3.37,0.16,0.07,0.08,1.99,3.46,7.59,21.4,1.79,COHR
817,817,817,Cohu Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate (was [5]),[4] Moderately high risk,"Cohu, Inc., through its subsidiaries, provides semiconductor test equipment and services in China, the United States, Taiwan, Malaysia, the Philippines, and internationally.",1.72,0.0,-0.37,-0.31,-0.41,30.0,31.4,7.42,15.2,2.89,COHU
818,818,818,CommScope Holding Co. Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[6] Highly leveraged,[4] Moderately high risk,"CommScope Holding Company, Inc. provides infrastructure solutions for communications, data center, and entertainment networks worldwide.",0.06,7.23,0.07,0.06,0.06,0.92,1.88,7.0,14.8,3.69,COMM
819,819,819,Corning Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Corning Incorporated engages in the display technologies, optical communications, environmental technologies, specialty materials, and life sciences businesses in the United States and internationally.",0.24,2.29,0.3,0.09,0.33,6.09,8.88,10.5,21.4,4.09,GLW
820,820,820,Corsair Gaming Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant,[4] Moderately high risk,"Corsair Gaming, Inc., together with its subsidiaries, designs, markets, and distributes gaming and streaming peripherals, components and systems in the Americas, Europe, the Middle East, and the Asia Pacific.",0.37,0.74,1.45,1.24,1.27,5.12,4.75,0.66,4.14,0.64,CRSR
821,821,821,Dell Technologies Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Dell Technologies Inc. designs, develops, manufactures, markets, sells, and supports various comprehensive and integrated solutions, products, and services in the Americas, Europe, the Middle East, Asia, and internationally.",0.36,2.31,0.45,0.32,0.45,6.51,5.48,5.38,8.67,12.3,DELL
822,822,822,Eastman Kodak Co.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[6] Highly leveraged,[4] Moderately high risk,"Eastman Kodak Company provides hardware, software, consumables, and services to customers in the commercial print, packaging, publishing, manufacturing, and entertainment markets worldwide.",0.07,1.18,0.24,0.05,0.05,0.74,4.4,13.6,16.2,6.25,KODK
823,823,823,Entegris Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant,[4] Moderately high risk,"Entegris, Inc. develops, manufactures, and supplies microcontamination control products, specialty chemicals, and advanced materials handling solutions in North America, Taiwan, China, South Korea, Japan, Europe, and Southeast Asia.",0.14,4.54,0.15,0.04,0.06,2.02,2.95,14.7,25.6,3.76,ENTG
824,824,824,Flex Ltd.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"Flex Ltd. provides technology, supply chain, and manufacturing solutions in Asia, the Americas, and Europe.",0.28,0.56,0.93,0.4,1.09,4.85,9.34,4.77,6.54,9.0,FLEX
825,825,825,Hewlett Packard Enterprise Co.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and act upon data seamlessly in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan.",0.32,1.91,0.44,0.16,0.26,13.6,16.2,8.58,17.6,4.56,HPE
826,826,826,HP Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"HP Inc. provides personal computing and other digital access devices, imaging and printing products, and related technologies, solutions, and services in the United States and internationally.",0.33,1.4,0.47,0.39,0.54,6.52,9.87,7.86,9.45,27.7,HPQ
827,827,827,Intel Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide.",0.23,2.34,0.49,-0.61,-0.48,13.1,11.4,0.06,17.8,0.01,INTC
828,828,828,Jabil Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,Jabil Inc. provides manufacturing services and solutions worldwide.,0.62,0.63,1.18,0.59,1.15,9.83,13.0,4.92,7.51,17.4,JBL
829,829,829,Juniper Networks Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Juniper Networks, Inc. designs, develops, and sells network products and services worldwide.",0.48,0.74,1.43,1.17,2.27,10.9,10.3,10.2,13.7,5.62,JNPR
830,830,830,Keysight Technologies Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Keysight Technologies, Inc. provides electronic design and test solutions to commercial communications, networking, aerospace, defense and government, automotive, energy, semiconductor, electronic, and education industries in the Americas, Europe, and the Asia Pacific.",0.67,0.2,-3.07,-2.66,-4.23,17.3,20.0,23.9,28.2,12.0,KEYS
831,831,831,KLA Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"KLA Corporation designs, manufactures, and markets process control, process-enabling, and yield management solutions for the semiconductor and related electronics industries worldwide.",0.57,0.69,1.23,1.12,2.05,11.7,13.5,36.5,40.8,24.6,KLAC
832,832,832,Lam Research Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits.",1.05,0.0,-41.83,-38.72,-69.78,28.3,25.3,28.1,30.6,19.0,LRCX
833,833,833,Lattice Semiconductor Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas.",16.5,0.0,-2.41,-2.23,-3.41,90.9,86.4,29.1,33.7,19.9,LSCC
834,834,834,Lumentum Holdings Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant,[4] Moderately high risk,"Lumentum Holdings Inc. manufactures and sells optical and photonic products in the Americas, the Asia-Pacific, Europe, the Middle East, and Africa.",0.02,28.2,0.07,-0.11,0.08,1.61,1.58,-15.0,3.01,-3.32,LITE
835,835,835,"MACOM Technology Solutions Holdings, Inc.",TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[5] Aggressive,[4] Moderately high risk,"MACOM Technology Solutions Holdings, Inc., together with its subsidiaries, designs and manufactures analog semiconductor solutions for use in wireless and wireline applications across the radio frequency (RF), microwave, millimeter wave, and lightwave spectrum in the United States, China, Australia, Japan, Malaysia, Singapore, South Korea, Taiwan, Thailand, and internationally.",0.33,0.18,33.2,29.16,32.81,15.3,14.0,15.3,23.7,3.97,MTSI
836,836,836,Marvell Technology Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Marvell Technology, Inc., together with its subsidiaries, provides data infrastructure semiconductor solutions, spanning the data center core to network edge.",0.27,3.56,0.31,0.22,0.34,5.64,4.99,-7.08,18.2,-1.22,MRVL
837,837,837,MaxLinear Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"MaxLinear, Inc. provides communications systems-on-chip solutions worldwide.",0.28,0.0,-1.47,-1.01,-1.44,4.05,5.36,-2.31,6.73,-1.19,MXL
838,838,838,Micron Technology Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Micron Technology, Inc. designs, develops, manufactures, and sells memory and storage products worldwide.",0.14,3.13,0.57,-1.41,-1.26,4.3,3.0,-39.5,7.87,-6.81,MU
839,839,839,MKS Instruments Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant,[4] Moderately high risk,"MKS Instruments, Inc. provides foundational technology solutions to semiconductor manufacturing, electronics and packaging, and specialty industrial applications in the United States, Germany, China, and internationally.",0.06,5.1,0.08,0.06,0.07,0.9,2.27,10.6,21.6,2.8,MKSI
840,840,840,Motorola Solutions Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant,[4] Moderately high risk,"Motorola Solutions, Inc. provides public safety and enterprise security solutions in the United States, the United Kingdom, Canada, and internationally.",0.31,1.62,0.42,0.37,0.66,8.21,12.0,24.7,28.3,22.1,MSI
841,841,841,NetApp Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"NetApp, Inc. provides cloud-led and data-centric services to manage and share data on-premises, and private and public clouds worldwide.",0.45,0.03,-3.05,-2.62,-6.64,19.0,22.2,18.1,21.7,18.8,NTAP
842,842,842,NVIDIA Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"NVIDIA Corporation provides graphics, and compute and networking solutions in the United States, Taiwan, China, Hong Kong, and internationally.",2.54,0.0,-1.88,-1.81,-2.66,109.3,135.2,54.1,56.6,46.7,NVDA
843,843,843,NXP Semiconductors N.V.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest (was [3]),[4] Moderately high risk,NXP Semiconductors N.V. offers various semiconductor products.,0.31,1.46,0.49,0.37,0.66,8.02,11.2,28.2,36.4,11.8,NXPI
844,844,844,ON Semiconductor Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,ON Semiconductor Corporation provides intelligent sensing and power solutions in the United States and internationally.,0.55,0.35,1.73,0.35,0.91,26.4,43.7,31.6,39.0,15.4,ON
845,845,845,Pitney Bowes Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant,[4] Moderately high risk,"Pitney Bowes Inc., a shipping and mailing company, provides technology, logistics, and financial services to small and medium-sized businesses, large enterprises, retailers, and government clients in the United States and internationally.",0.03,5.19,0.04,-0.01,0.01,0.79,3.66,2.81,7.72,2.38,PBI
846,846,846,Qorvo Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Qorvo, Inc. engages in development and commercialization of technologies and products for wireless, wired, and power markets.",0.34,1.8,0.52,0.43,0.79,10.1,7.69,5.07,14.4,1.85,QRVO
847,847,847,Qualcomm Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide.,0.74,0.31,2.35,2.08,3.47,16.4,15.8,24.8,29.9,15.2,QCOM
848,848,848,Sanmina Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"Sanmina Corporation provides integrated manufacturing solutions, components, products and repair, logistics, and after-market services worldwide.",0.8,0.0,-1.28,-0.54,-1.39,8.99,16.0,5.0,6.42,10.1,SANM
849,849,849,Seagate Technology Holdings PLC,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant (was [3]),[4] Moderately high risk,"Seagate Technology Holdings plc provides data storage technology and solutions in Singapore, the United States, the Netherlands, and internationally.",0.13,12.7,0.15,0.1,0.22,2.23,1.16,0.46,5.58,0.4,STX
850,850,850,Skyworks Solutions Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and the rest of Asia-Pacific.",1.53,0.11,2.41,2.19,2.79,32.3,25.8,22.8,30.6,8.6,SWKS
851,851,851,Snap One Holdings Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[6] Highly leveraged,[4] Moderately high risk,Snap One Holdings Corp. provides smart living solutions in the United States and internationally.,0.1,4.84,0.1,0.05,0.05,1.01,1.89,2.53,8.25,1.28,SNPO
852,852,852,Synaptics Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"Synaptics Incorporated develops, markets, and sells semiconductor products worldwide.",0.28,1.76,3.02,2.65,4.16,4.47,1.55,-4.63,8.56,-1.3,SYNA
853,853,853,TD SYNNEX Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,TD SYNNEX Corporation operates as a distributor and solutions aggregator for the information technology (IT) ecosystem.,0.31,1.9,0.4,0.36,0.58,5.93,7.81,2.26,2.98,6.42,SNX
854,854,854,TE Connectivity Ltd.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[2] Modest,[4] Moderately high risk,"TE Connectivity Ltd., together with its subsidiaries, manufactures and sells connectivity and sensor solutions in Europe, the Middle East, Africa, the Asia–Pacific, and the Americas.",0.77,0.83,1.1,0.87,1.5,42.5,48.7,17.2,22.2,10.4,TEL
855,855,855,Texas Instruments Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Texas Instruments Incorporated designs, manufactures, and sells semiconductors to electronics designers and manufacturers in the United States and internationally.",0.55,0.37,2.0,0.42,1.93,18.2,24.4,41.8,48.5,17.4,TXN
856,856,856,TTM Technologies Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"TTM Technologies, Inc., together with its subsidiaries, engages in the manufacture and sale engineered systems, radio frequency (RF) components and RF microwave/microelectronic assemblies, and printed circuit boards (PCB) worldwide.",,1.68,,,,,5.8,5.22,12.5,2.95,TTMI
857,857,857,Ultra Clean Holdings Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant,[4] Moderately high risk,"Ultra Clean Holdings, Inc. develops and supplies critical subsystems, components and parts, and ultra-high purity cleaning and analytical services for the semiconductor industry in the United States and internationally.",0.21,2.54,0.41,0.18,0.28,2.79,2.69,2.12,5.9,1.49,UCTT
858,858,858,Viavi Solutions Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"Viavi Solutions Inc. provides network test, monitoring, and assurance solutions for communications service providers, hyperscalers, network equipment manufacturers, original equipment manufacturers, government, and avionics customers in the Americas, the Asia-Pacific, Europe, the Middle East, and Africa.",0.14,1.81,0.43,0.31,0.54,3.67,3.86,3.88,10.3,1.67,VIAV
859,859,859,Vishay Intertechnology Inc.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[3] Intermediate,[4] Moderately high risk,"Vishay Intertechnology, Inc. manufactures and sells discrete semiconductors and passive electronic components in Asia, Europe, and the Americas.",0.39,0.0,-6.0,-0.6,-2.86,14.6,27.5,14.0,19.5,10.2,VSH
860,860,860,Western Digital Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[4] Significant,[4] Moderately high risk,"Western Digital Corporation develops, manufactures, and sells data storage devices and solutions in the United States, China, Hong Kong, Europe, the Middle East, Africa, rest of Asia, and internationally.",-0.13,0.0,-0.22,-0.32,-0.3,-3.11,,-15.5,-9.4,-5.56,WDC
861,861,861,Xerox Holdings Corp.,TECHNOLOGY - HARDWARE & SEMICONDUCTORS,[1] Minimal,[4] Moderately high risk,"Xerox Holdings Corporation, together with its subsidiaries, operates as a workplace technology company that integrates hardware, services, and software for enterprises in the Americas, Europe, the Middle East, Africa, India, and internationally.",0.2,4.25,0.23,0.22,0.46,10.1,10.2,4.75,7.86,2.97,XRX
